disease,drug,true_label,prediction,dataset
ICD10-C84.1,CID-90480031,1.0,0.9995569586753845,train
ICD10-Z11.5,CID-16078,0.0,0.009914512746036053,train
ICD10-G56,CID-1549120,1.0,0.9968389272689819,train
ICD10-E51.1,CID-14888,0.0,0.01329370029270649,train
ICD10-I25.3,CID-8226,0.0,0.013386783190071583,train
ICD10-R05,CID-65906,0.0,0.42508023977279663,train
ICD10-E80.5,CID-2769,0.0,0.005059510935097933,train
ICD10-I11,CID-160051,0.0,0.01516365073621273,train
ICD10-G54.0,CID-9961920,0.0,0.0054196869023144245,train
ICD10-M84.0,CID-5235,1.0,0.991171658039093,train
ICD10-N36.0,CID-20824,1.0,0.995449960231781,train
ICD10-M21.3,CID-56972160,0.0,0.009541203267872334,train
ICD10-L70.0,CID-54681908,1.0,0.034417543560266495,train
ICD10-I88.8,CID-5284512,0.0,0.04180818423628807,train
ICD10-E70.0,CID-667476,0.0,0.009290246292948723,train
ICD10-I80.3,CID-4938,0.0,0.008228790014982224,train
ICD10-E75.3,CID-11341869,0.0,0.022630685940384865,train
ICD10-Q82.0,CID-16004692,1.0,0.9966340661048889,train
ICD10-F84.2,CID-54841,1.0,0.9456171989440918,train
ICD10-B39,CID-3365,1.0,0.9776663780212402,train
ICD10-F33.4,CID-3448,0.0,0.021221855655312538,train
ICD10-C91.7,CID-439299,1.0,0.9924224019050598,train
ICD10-F81.1,CID-25213,0.0,0.010044499300420284,train
ICD10-T78.4,CID-71773,1.0,0.9940350651741028,train
ICD10-I73.0,CID-55483,0.0,0.1878063827753067,train
ICD10-N32.3,CID-3229,1.0,0.9969592094421387,train
ICD10-F33.4,CID-667477,1.0,0.8830928802490234,train
ICD10-I86.0,CID-11567473,0.0,0.007591504603624344,train
ICD10-G43,CID-3342,0.0,0.13499344885349274,train
ICD10-I10,CID-2537,0.0,0.3497752547264099,train
ICD10-F33.0,CID-68861,0.0,0.010755087248980999,train
ICD10-I70.8,CID-4510,1.0,0.9830880761146545,train
ICD10-A81.9,CID-6057,0.0,0.07283422350883484,train
ICD10-C90.0,CID-637,1.0,0.9982282519340515,train
ICD10-E11,CID-443943,1.0,0.9986066222190857,train
ICD10-O03.5,CID-6434572,1.0,0.9977867603302002,train
ICD10-E80.5,CID-247,1.0,0.9993876218795776,train
ICD10-G40.4,CID-4060,1.0,0.9276475310325623,train
ICD10-J02,CID-3261,0.0,0.007701949216425419,train
ICD10-M23.4,CID-3084049,1.0,0.9969179630279541,train
ICD10-B69,CID-54454,0.0,0.010346774011850357,train
ICD10-K82.0,CID-11567473,0.0,0.010689363814890385,train
ICD10-I72.4,CID-5593,0.0,0.006417224183678627,train
ICD10-F41,CID-2481,1.0,0.9243091344833374,train
ICD10-B50.0,CID-44201349,1.0,0.9983929991722107,train
ICD10-E50.2,CID-1060,1.0,0.9921848177909851,train
ICD10-E50,CID-42613186,0.0,0.014625899493694305,train
ICD10-H40.3,CID-4086,0.0,0.051691342145204544,train
ICD10-I09.8,CID-71992,1.0,0.998816728591919,train
ICD10-I71.6,CID-64929,1.0,0.9925123453140259,train
ICD10-F32,CID-3926,0.0,0.013334529474377632,train
ICD10-I30,CID-9377,0.0,0.01123759150505066,train
ICD10-M12.1,CID-6439929,1.0,0.9976094961166382,train
ICD10-E72.3,CID-441353,0.0,0.0069841304793953896,train
ICD10-O06.1,CID-6436406,1.0,0.9897574186325073,train
ICD10-I85.9,CID-1060,0.0,0.0037112198770046234,train
ICD10-E76.2,CID-636369,1.0,0.9981963038444519,train
ICD10-C83.1,CID-93860,1.0,0.5082312226295471,train
ICD10-T14.0,CID-688272,0.0,0.047401245683431625,train
ICD10-C92.5,CID-637,1.0,0.9929848313331604,train
ICD10-I11,CID-5280585,0.0,0.02885902300477028,train
ICD10-I97.8,CID-3463,0.0,0.01504443772137165,train
ICD10-F41.1,CID-3823,0.0,0.10861112177371979,train
ICD10-I71.4,CID-2244,1.0,0.9925053715705872,train
ICD10-E76.2,CID-9821849,0.0,0.02244606986641884,train
ICD10-Z02.4,CID-4926,0.0,0.006063059438019991,train
ICD10-C91.9,CID-5462328,0.0,0.004073535092175007,train
ICD10-K85.3,CID-44278361,0.0,0.202393040060997,train
ICD10-F33.3,CID-68617,1.0,0.9898871779441833,train
ICD10-G43,CID-27400,1.0,0.9414193034172058,train
ICD10-E53.8,CID-16134956,0.0,0.05458925664424896,train
ICD10-B36.1,CID-2749,1.0,0.9801775217056274,train
ICD10-E89.1,CID-5430,0.0,0.12712931632995605,train
ICD10-I49.0,CID-9681,0.0,0.0030402971897274256,train
ICD10-J68.1,CID-71183,0.0,0.012712697498500347,train
ICD10-B52.0,CID-4616,0.0,0.21182098984718323,train
ICD10-F40.1,CID-3958,1.0,0.9950606226921082,train
ICD10-L71,CID-4614,0.0,0.02490115351974964,train
ICD10-N40,CID-4932,0.0,0.030121754854917526,train
ICD10-I73.8,CID-16850,1.0,0.9923892617225647,train
ICD10-I70,CID-216239,0.0,0.04783528670668602,train
ICD10-G56.8,CID-1549120,1.0,0.9983974099159241,train
ICD10-I05.1,CID-2803,0.0,0.00643631536513567,train
ICD10-J84.8,CID-5282219,1.0,0.9829038977622986,train
ICD10-A18.2,CID-3767,1.0,0.9725745320320129,train
ICD10-M46.1,CID-4107,1.0,0.9986120462417603,train
ICD10-F34.1,CID-4199,1.0,0.9264395236968994,train
ICD10-M77.2,CID-4107,1.0,0.9984111785888672,train
ICD10-F32.1,CID-9936947,1.0,0.9976779818534851,train
ICD10-F33.0,CID-5361323,1.0,0.9872961044311523,train
ICD10-K06,CID-2083,0.0,0.012728813104331493,train
ICD10-F34.1,CID-9936947,1.0,0.9905263185501099,train
ICD10-M21,CID-91649,0.0,0.00489379744976759,train
ICD10-M15,CID-6883,0.0,0.025065768510103226,train
ICD10-C85.1,CID-2372,0.0,0.03681386634707451,train
ICD10-O06.7,CID-5280360,1.0,0.9973326921463013,train
ICD10-F02.8,CID-47517,1.0,0.9904611706733704,train
ICD10-I25.3,CID-68873,0.0,0.005826924927532673,train
ICD10-I11,CID-50922675,0.0,0.021621108055114746,train
ICD10-L10,CID-443943,1.0,0.9994495511054993,train
ICD10-I89.0,CID-49846579,0.0,0.004842862486839294,train
ICD10-F80.2,CID-71384,0.0,0.012508233077824116,train
ICD10-I46.9,CID-6918245,0.0,0.00651009613648057,train
ICD10-M67.4,CID-5743,0.0,0.004585885442793369,train
ICD10-G41.1,CID-4060,1.0,0.978262186050415,train
ICD10-E75.4,CID-444008,1.0,0.9967472553253174,train
ICD10-F23,CID-5839,0.0,0.016347358003258705,train
ICD10-F41.1,CID-24480,0.0,0.017766380682587624,train
ICD10-M23.8,CID-441477,1.0,0.9790652990341187,train
ICD10-J45.9,CID-56928188,0.0,0.03925841674208641,train
ICD10-F81.2,CID-54841,1.0,0.9753987789154053,train
ICD10-I15,CID-5035,0.0,0.059675492346286774,train
ICD10-L70.0,CID-443943,1.0,0.9991896748542786,train
ICD10-F40.1,CID-4064,1.0,0.9982732534408569,train
ICD10-IX,CID-60961,0.0,0.04078936204314232,train
ICD10-E50.8,CID-1110,1.0,0.9684642553329468,train
ICD10-F84.1,CID-154100,1.0,0.9955723285675049,train
ICD10-I39.0,CID-5362116,1.0,0.9985904097557068,train
ICD10-M62.0,CID-4107,1.0,0.9220097661018372,train
ICD10-N30.1,CID-44513473,0.0,0.024252599105238914,train
ICD10-E54,CID-56973695,0.0,0.005864376202225685,train
ICD10-J63.4,CID-5282219,1.0,0.9666852951049805,train
ICD10-G40.3,CID-3291,1.0,0.9915769100189209,train
ICD10-I73.0,CID-5556,0.0,0.004883947782218456,train
ICD10-G40.7,CID-5734,1.0,0.9294162392616272,train
ICD10-I12,CID-2249,1.0,0.9754814505577087,train
ICD10-E11,CID-11567473,0.0,0.021009156480431557,train
ICD10-I06.1,CID-5362116,1.0,0.9994803071022034,train
ICD10-I71.2,CID-60823,1.0,0.9983906745910645,train
ICD10-K81.1,CID-16129665,1.0,0.9987233281135559,train
ICD10-M24.4,CID-443955,0.0,0.02981621026992798,train
ICD10-M36.4,CID-4107,1.0,0.9978898167610168,train
ICD10-I70.2,CID-156320,1.0,0.9741637706756592,train
ICD10-E64.8,CID-165675,0.0,0.0217854343354702,train
ICD10-I33,CID-5344,0.0,0.012311705388128757,train
ICD10-F51.9,CID-2802,0.0,0.9948392510414124,train
ICD10-F32.8,CID-6305,1.0,0.9949278831481934,train
ICD10-F05.9,CID-47517,1.0,0.9856188297271729,train
ICD10-I72.0,CID-4510,1.0,0.9577173590660095,train
ICD10-B52.0,CID-1549008,0.0,0.02720916084945202,train
ICD10-N30.3,CID-5578,1.0,0.9955507516860962,train
ICD10-C91.6,CID-126565,1.0,0.9928387999534607,train
ICD10-I49.5,CID-71992,1.0,0.9951655864715576,train
ICD10-E74.0,CID-5362116,0.0,0.34389957785606384,train
ICD10-I81,CID-443873,1.0,0.9984986782073975,train
ICD10-E46,CID-3517,0.0,0.008662797510623932,train
ICD10-I47.2,CID-2893,0.0,0.04435983672738075,train
ICD10-I26,CID-5311064,1.0,0.9992108345031738,train
ICD10-I42.4,CID-5362116,1.0,0.9989556074142456,train
ICD10-I45.4,CID-439302,0.0,0.007732892408967018,train
ICD10-A42.2,CID-16078,0.0,0.00767388055101037,train
ICD10-M09.0,CID-1547484,0.0,0.0069907610304653645,train
ICD10-K85.1,CID-71616,0.0,0.014508349820971489,train
ICD10-E61.0,CID-145742,1.0,0.994070827960968,train
ICD10-J34,CID-4914,0.0,0.023312034085392952,train
ICD10-I39.4,CID-3869,0.0,0.004324706271290779,train
ICD10-I70.1,CID-4477,0.0,0.04918871447443962,train
ICD10-I49.8,CID-5284603,0.0,0.022916758432984352,train
ICD10-M24.8,CID-4173,0.0,0.005999815184623003,train
ICD10-J85.0,CID-5282219,1.0,0.9746555685997009,train
ICD10-I44.2,CID-16850,1.0,0.9824150204658508,train
ICD10-F51.0,CID-4162,1.0,0.8283849358558655,train
ICD10-I88,CID-16129703,1.0,0.9062254428863525,train
ICD10-R52,CID-3955,0.0,0.15333974361419678,train
ICD10-M11.8,CID-6439929,1.0,0.9947051405906677,train
ICD10-M22.4,CID-2576,1.0,0.9978771209716797,train
ICD10-M22.2,CID-441477,1.0,0.9974955916404724,train
ICD10-C84.4,CID-126565,1.0,0.9851627945899963,train
ICD10-C61,CID-56928188,0.0,0.7730305790901184,train
ICD10-C50,CID-27991,0.0,0.8576409220695496,train
ICD10-I49.5,CID-443873,1.0,0.9981880784034729,train
ICD10-J43.2,CID-65781,1.0,0.9917068481445312,train
ICD10-C83.3,CID-152688,1.0,0.9971401691436768,train
ICD10-G51,CID-4641,0.0,0.005448277108371258,train
ICD10-N48.4,CID-6436030,0.0,0.026328520849347115,train
ICD10-T88.7,CID-443943,1.0,0.9973176121711731,train
ICD10-C86.4,CID-90480031,1.0,0.9995417594909668,train
ICD10-I99,CID-5596,0.0,0.0040909480303525925,train
ICD10-I27.2,CID-104741,0.0,0.5819041728973389,train
ICD10-I26,CID-443873,1.0,0.9981697797775269,train
ICD10-E50.1,CID-145742,1.0,0.9937207698822021,train
ICD10-F33.3,CID-4976,1.0,0.9893155097961426,train
ICD10-J03,CID-5282219,1.0,0.9438331723213196,train
ICD10-XIV,CID-36709,1.0,0.9989062547683716,train
ICD10-I71.4,CID-56841751,0.0,0.05499333143234253,train
ICD10-B52.0,CID-5391,0.0,0.13857276737689972,train
ICD10-I25,CID-9818306,0.0,0.004513787105679512,train
ICD10-I45.1,CID-4938,0.0,0.014847926795482635,train
ICD10-J66.2,CID-65781,1.0,0.9977222084999084,train
ICD10-I88,CID-146570,0.0,0.011575274169445038,train
ICD10-J45,CID-122409771,0.0,0.1295769065618515,train
ICD10-I88,CID-4032,0.0,0.004057836253196001,train
ICD10-E13.8,CID-3108,0.0,0.3731825649738312,train
ICD10-E34.0,CID-2294,0.0,0.002343995263800025,train
ICD10-M85.8,CID-16129616,1.0,0.818094789981842,train
ICD10-I23.2,CID-60838,0.0,0.012229041196405888,train
ICD10-B39.5,CID-6083,0.0,0.08853476494550705,train
ICD10-E63.0,CID-91443,1.0,0.9983372688293457,train
ICD10-I06.2,CID-1548953,0.0,0.004062550142407417,train
ICD10-N34,CID-5578,1.0,0.9863258004188538,train
ICD10-E83.0,CID-123935,0.0,0.004956202581524849,train
ICD10-F32.9,CID-5284549,0.0,0.04035653546452522,train
ICD10-M96.0,CID-5560,0.0,0.014349494129419327,train
ICD10-B51.0,CID-3034034,1.0,0.964932382106781,train
ICD10-E13.8,CID-56843331,0.0,0.3606065809726715,train
ICD10-R52.0,CID-5468,1.0,0.9131297469139099,train
ICD10-E85,CID-5487427,0.0,0.004351991228759289,train
ICD10-F32.8,CID-5533,1.0,0.9853390455245972,train
ICD10-A63.0,CID-3518,0.0,0.005726650822907686,train
ICD10-L85.9,CID-443943,1.0,0.9989066123962402,train
ICD10-I44.1,CID-2479,0.0,0.004770459141582251,train
ICD10-B74.8,CID-5430,1.0,0.9890323281288147,train
ICD10-I86.4,CID-22833565,1.0,0.9742145538330078,train
ICD10-I89.0,CID-71992,1.0,0.9966592788696289,train
ICD10-E61.1,CID-150311,0.0,0.012482980266213417,train
ICD10-I42.1,CID-16850,1.0,0.9537418484687805,train
ICD10-I30.8,CID-2244,1.0,0.9777632355690002,train
ICD10-I11,CID-4674,0.0,0.11144823580980301,train
ICD10-J11,CID-60855,1.0,0.43366187810897827,train
ICD10-B36.1,CID-24014,1.0,0.9821016192436218,train
ICD10-E50,CID-1051,1.0,0.9928755760192871,train
ICD10-B36.2,CID-214356,1.0,0.9866048693656921,train
ICD10-M24.6,CID-34592,0.0,0.019074827432632446,train
ICD10-E61.3,CID-6140,1.0,0.9941480159759521,train
ICD10-B39,CID-74989,1.0,0.9945441484451294,train
ICD10-I70,CID-444008,0.0,0.3869249224662781,train
ICD10-G40.3,CID-2391,0.0,0.0194568932056427,train
ICD10-I87.1,CID-16132441,0.0,0.025999225676059723,train
ICD10-I72.0,CID-16850,1.0,0.9925644993782043,train
ICD10-C19,CID-11167602,1.0,0.8593476414680481,train
ICD10-F33.2,CID-5403,0.0,0.23834127187728882,train
ICD10-M94.1,CID-5235,1.0,0.9770270586013794,train
ICD10-IX,CID-20585,0.0,0.14839409291744232,train
ICD10-M62.6,CID-57334219,0.0,0.01313952449709177,train
ICD10-C19,CID-657181,0.0,0.012322228401899338,train
ICD10-E12,CID-44146714,1.0,0.96123868227005,train
ICD10-E54,CID-6140,1.0,0.9915785789489746,train
ICD10-I09.2,CID-27400,0.0,0.0068385424092411995,train
ICD10-O06.2,CID-5282415,1.0,0.9951651096343994,train
ICD10-B41.7,CID-65863,1.0,0.9984555244445801,train
ICD10-C91.7,CID-37632,0.0,0.006770632695406675,train
ICD10-O06.2,CID-3957,0.0,0.005623735953122377,train
ICD10-B52.9,CID-4760,0.0,0.00287080486305058,train
ICD10-J95.0,CID-6918155,1.0,0.9889127612113953,train
ICD10-M85.4,CID-1548887,0.0,0.0029347941745072603,train
ICD10-M05,CID-441477,1.0,0.9962102174758911,train
ICD10-N36.1,CID-129228,0.0,0.029246743768453598,train
ICD10-C91.7,CID-68165256,0.0,0.20794863998889923,train
ICD10-C86.6,CID-30323,1.0,0.9969416260719299,train
ICD10-B36.3,CID-24014,1.0,0.9757958054542542,train
ICD10-O03.1,CID-6436406,1.0,0.9832095503807068,train
ICD10-H40.3,CID-5282226,1.0,0.9921837449073792,train
ICD10-C91.7,CID-2723601,1.0,0.9943885207176208,train
ICD10-E54,CID-54670067,1.0,0.9039992094039917,train
ICD10-F32.3,CID-122262,0.0,0.008843416348099709,train
ICD10-I50,CID-2471,0.0,0.03356752544641495,train
ICD10-G41,CID-129228,1.0,0.9781826734542847,train
ICD10-E80.7,CID-122262,0.0,0.005858305376023054,train
ICD10-I51.3,CID-937,0.0,0.03469875082373619,train
ICD10-F20.8,CID-151164,0.0,0.1532316356897354,train
ICD10-J09,CID-11519741,0.0,0.01056832354515791,train
ICD10-I50,CID-16363,0.0,0.01209317147731781,train
ICD10-R56,CID-5978,0.0,0.7831994295120239,train
ICD10-I99,CID-6436135,0.0,0.003700117813423276,train
ICD10-I33,CID-2244,1.0,0.9806696772575378,train
ICD10-J39.3,CID-65477,0.0,0.12197167426347733,train
ICD10-A18.8,CID-5391,0.0,0.003974270075559616,train
ICD10-K85.1,CID-3447,1.0,0.9167343378067017,train
ICD10-O06.6,CID-4162,0.0,0.005229079630225897,train
ICD10-F25.8,CID-6444542,1.0,0.9798802733421326,train
ICD10-C86.2,CID-26758,0.0,0.034197863191366196,train
ICD10-B74.4,CID-443955,0.0,0.03456339240074158,train
ICD10-I74.1,CID-4510,1.0,0.9793328642845154,train
ICD10-J20.1,CID-5282219,1.0,0.9759075045585632,train
ICD10-K86,CID-5273755,1.0,0.2264321893453598,train
ICD10-J84,CID-31304,1.0,0.909420371055603,train
ICD10-F81,CID-4158,1.0,0.9104455709457397,train
ICD10-I15,CID-60846,1.0,0.990496039390564,train
ICD10-N32.2,CID-3168,0.0,0.01693134196102619,train
ICD10-C69,CID-657298,0.0,0.07545939087867737,train
ICD10-M96.3,CID-6918245,0.0,0.0055114636197686195,train
ICD10-A36.1,CID-2789,0.0,0.0033919375855475664,train
ICD10-E12,CID-16131098,1.0,0.9977319240570068,train
ICD10-B52.9,CID-2719,1.0,0.9911880493164062,train
ICD10-J33.8,CID-91610,0.0,0.005676780827343464,train
ICD10-I95,CID-443873,1.0,0.9974149465560913,train
ICD10-Z30,CID-72385,1.0,0.030118096619844437,train
ICD10-C82.6,CID-6450551,0.0,0.038892462849617004,train
ICD10-G57.8,CID-1549120,1.0,0.9975860118865967,train
ICD10-I23.1,CID-6337614,0.0,0.015630489215254784,train
ICD10-G40.6,CID-5284583,1.0,0.3584168255329132,train
ICD10-J61,CID-17676,0.0,0.0029501840472221375,train
ICD10-A56.0,CID-4189,0.0,0.013164934702217579,train
ICD10-E56.0,CID-9926791,0.0,0.005788506008684635,train
ICD10-B46,CID-3823,1.0,0.9971815347671509,train
ICD10-J68.8,CID-5282219,1.0,0.9867009520530701,train
ICD10-G40.7,CID-3878,1.0,0.966056227684021,train
ICD10-B78,CID-708857,1.0,0.9932332634925842,train
ICD10-F33.2,CID-4038,0.0,0.01424076221883297,train
ICD10-L70.0,CID-5353562,0.0,0.03671053797006607,train
ICD10-M15,CID-3033,1.0,0.989622950553894,train
ICD10-L05.0,CID-6444542,0.0,0.007248640991747379,train
ICD10-I88.0,CID-72474,0.0,0.007254912983626127,train
ICD10-I12,CID-132706,1.0,0.4238664209842682,train
ICD10-B36.8,CID-3823,1.0,0.9954925775527954,train
ICD10-I74.3,CID-6057,0.0,0.006102786399424076,train
ICD10-I85,CID-445354,0.0,0.006943699903786182,train
ICD10-I83.1,CID-2722,0.0,0.007488335017114878,train
ICD10-C94.3,CID-68844,0.0,0.003299739444628358,train
ICD10-I31,CID-31401,0.0,0.003438507439568639,train
ICD10-I12,CID-517557,0.0,0.135022833943367,train
ICD10-E72.0,CID-44630173,0.0,0.017183110117912292,train
ICD10-I95.8,CID-3698,1.0,0.9945685863494873,train
ICD10-M77,CID-2576,1.0,0.9973360896110535,train
ICD10-E46,CID-5280581,1.0,0.9491541385650635,train
ICD10-I23.1,CID-9875401,0.0,0.02516256272792816,train
ICD10-F94.0,CID-5736,1.0,0.9483023881912231,train
ICD10-M12,CID-6439929,1.0,0.9912304878234863,train
ICD10-I49.5,CID-449171,0.0,0.005803624168038368,train
ICD10-I49.9,CID-60823,1.0,0.999042809009552,train
ICD10-F32.0,CID-10288191,0.0,0.005939965136349201,train
ICD10-F32.3,CID-156391,0.0,0.5563538670539856,train
ICD10-C93.3,CID-4078,0.0,0.0053084976971149445,train
ICD10-F32.8,CID-60648,0.0,0.013769770041108131,train
ICD10-Z45.0,CID-5362116,1.0,0.9992817044258118,train
ICD10-I09.2,CID-62867,0.0,0.015172061510384083,train
ICD10-H10.1,CID-2267,1.0,0.7576274275779724,train
ICD10-G41.1,CID-3291,1.0,0.9950950145721436,train
ICD10-I10,CID-9568614,1.0,0.981411874294281,train
ICD10-M24,CID-6439929,1.0,0.9965376853942871,train
ICD10-M01,CID-5281104,0.0,0.006761448923498392,train
ICD10-C92.9,CID-4413,0.0,0.13840866088867188,train
ICD10-F20,CID-1549120,0.0,0.6841699481010437,train
ICD10-O07.3,CID-115237,0.0,0.007965649478137493,train
ICD10-C90,CID-9829523,1.0,0.993630588054657,train
ICD10-I50.0,CID-30323,0.0,0.2686794698238373,train
ICD10-I85,CID-6518,0.0,0.017321167513728142,train
ICD10-I50.0,CID-3698,1.0,0.9856553077697754,train
ICD10-M21.0,CID-51263,0.0,0.004772363696247339,train
ICD10-F94.0,CID-4616,1.0,0.9937756061553955,train
ICD10-J93.1,CID-65781,1.0,0.9975935816764832,train
ICD10-E66,CID-5280343,1.0,0.9283847808837891,train
ICD10-M05,CID-6439929,1.0,0.9980564713478088,train
ICD10-I71.4,CID-5311101,0.0,0.007216856349259615,train
ICD10-N36.1,CID-1986,0.0,0.017009291797876358,train
ICD10-I20.0,CID-5971,0.0,0.02461659163236618,train
ICD10-R45,CID-5311068,1.0,0.7231245040893555,train
ICD10-E56.1,CID-1051,1.0,0.9949678778648376,train
ICD10-B35.3,CID-190,0.0,0.6999326944351196,train
ICD10-I34.1,CID-3741,1.0,0.9972688555717468,train
ICD10-J68,CID-42611257,0.0,0.0025992225855588913,train
ICD10-A19.0,CID-3036108,1.0,0.998981773853302,train
ICD10-I50.1,CID-16850,1.0,0.9919589757919312,train
ICD10-C88,CID-49803313,1.0,0.99105304479599,train
ICD10-I33.0,CID-2244,1.0,0.9811081290245056,train
ICD10-C83.3,CID-439299,1.0,0.998027503490448,train
ICD10-R52,CID-5453,0.0,0.21307626366615295,train
ICD10-F94.0,CID-4064,1.0,0.9969105124473572,train
ICD10-L40,CID-644282,0.0,0.04464856907725334,train
ICD10-G41.8,CID-5206,0.0,0.02639125846326351,train
ICD10-M65.8,CID-72281,0.0,0.005477603990584612,train
ICD10-I25.1,CID-16004692,1.0,0.987934947013855,train
ICD10-C81.3,CID-30323,1.0,0.995960533618927,train
ICD10-B36.1,CID-65863,1.0,0.9974716901779175,train
ICD10-I97.2,CID-49803313,0.0,0.0028784426394850016,train
ICD10-XIV,CID-3517,1.0,0.02018848806619644,train
ICD10-I95.0,CID-10836,0.0,0.010181121528148651,train
ICD10-H18,CID-10517,0.0,0.45152905583381653,train
ICD10-M83.8,CID-5702045,0.0,0.00631404435262084,train
ICD10-D47.7,CID-285033,1.0,0.06569541990756989,train
ICD10-C83.7,CID-5920,0.0,0.06919216364622116,train
ICD10-B71,CID-156391,0.0,0.2232048064470291,train
ICD10-O06.8,CID-5282415,1.0,0.99689781665802,train
ICD10-B68.1,CID-5430,1.0,0.997336208820343,train
ICD10-J45,CID-9929901,0.0,0.15721337497234344,train
ICD10-C91.6,CID-60953,0.0,0.055602237582206726,train
ICD10-M11.2,CID-36709,0.0,0.012321091257035732,train
ICD10-E21.1,CID-71511839,1.0,0.628189742565155,train
ICD10-I95,CID-259331,0.0,0.0027520563453435898,train
ICD10-F21,CID-44602,0.0,0.009155167266726494,train
ICD10-A16,CID-71364,0.0,0.016846587881445885,train
ICD10-I05.0,CID-34875,0.0,0.005951424594968557,train
ICD10-M02.2,CID-119607,1.0,0.9874489307403564,train
ICD10-G43,CID-3487,0.0,0.8964731097221375,train
ICD10-I11,CID-2481,0.0,0.2799438536167145,train
ICD10-I88.0,CID-44513473,0.0,0.009632178582251072,train
ICD10-F80.2,CID-4671,1.0,0.9966025352478027,train
ICD10-F81.2,CID-10836,1.0,0.9813917875289917,train
ICD10-C91.7,CID-637,1.0,0.9965344667434692,train
ICD10-B75,CID-2162,0.0,0.03889389708638191,train
ICD10-F51.0,CID-6464,1.0,0.9073391556739807,train
ICD10-C69.4,CID-107807,0.0,0.023628192022442818,train
ICD10-O07.4,CID-6918664,0.0,0.014538836665451527,train
ICD10-C90.3,CID-24965990,0.0,0.006573737133294344,train
ICD10-G40.6,CID-54676038,0.0,0.061885688453912735,train
ICD10-I45.4,CID-2244,1.0,0.9784929156303406,train
ICD10-G40.6,CID-129228,1.0,0.9841715693473816,train
ICD10-F21,CID-21138,0.0,0.005796120502054691,train
ICD10-B68.0,CID-6918365,0.0,0.021538538858294487,train
ICD10-G40.4,CID-5282489,0.0,0.01069260761141777,train
