disease,map
ICD10-Q66.7,208727
ICD10-T14.1,208728
ICD10-Q01.2,208729
ICD10-G57.8,208730
ICD10-L64,208731
ICD10-S96.7,208732
ICD10-R47.9,208733
ICD10-S82.8,208734
ICD10-S24.2,208735
ICD10-O08,208736
ICD10-D03.9,208737
ICD10-H18.54,208738
ICD10-N17,208739
ICD10-K08.8,208740
ICD10-K22.1,208741
ICD10-G99.0,208742
ICD10-E67,208743
ICD10-M85.1,208744
ICD10-D74.0,208745
ICD10-C40-C41,208746
ICD10-K13.21,208747
ICD10-S51.7,208748
ICD10-A01.0,208749
ICD10-K83.2,208750
ICD10-L75,208751
ICD10-M21.0,208752
ICD10-E72.3,208753
ICD10-N20-N23,208754
ICD10-D72.0,208755
ICD10-I89,208756
ICD10-B37.3,208757
ICD10-B35.3,208758
ICD10-J41.8,208759
ICD10-N21,208760
ICD10-N89.0,208761
ICD10-D61.81,208762
ICD10-K10,208763
ICD10-B17.1,208764
ICD10-M89.30,208765
ICD10-K82.1,208766
ICD10-L68,208767
ICD10-N46,208768
ICD10-M00,208769
ICD10-K52.1,208770
ICD10-I69.3,208771
ICD10-N50.1,208772
ICD10-K20.0,208773
ICD10-N85.9,208774
ICD10-R39.15,208775
ICD10-L58.0,208776
ICD10-R07.4,208777
ICD10-F51.0,208778
ICD10-S37,208779
ICD10-H81,208780
ICD10-C48.2,208781
ICD10-I71.6,208782
ICD10-L22,208783
ICD10-F33.9,208784
ICD10-R15.9,208785
ICD10-C78.4,208786
ICD10-B17.2,208787
ICD10-E75.3,208788
ICD10-J05.0,208789
ICD10-L30.8,208790
ICD10-S10.8,208791
ICD10-D13,208792
ICD10-K11.2,208793
ICD10-G24.3,208794
ICD10-C53.9,208795
ICD10-A19.1,208796
ICD10-R12,208797
ICD10-K75.4,208798
ICD10-Q83.2,208799
ICD10-G31.01,208800
ICD10-H35.23,208801
ICD10-L50.0,208802
ICD10-K13.29,208803
ICD10-G51.3,208804
ICD10-N92.0,208805
ICD10-K86.81,208806
ICD10-E06.9,208807
ICD10-L51,208808
ICD10-C91.4,208809
ICD10-Q82.9,208810
ICD10-D72.829,208811
ICD10-H50.6,208812
ICD10-C91.7,208813
ICD10-C72,208814
ICD10-C38.3,208815
ICD10-K22.7,208816
ICD10-S45.8,208817
ICD10-H30,208818
ICD10-I51.0,208819
ICD10-K72.0,208820
ICD10-C77.8,208821
ICD10-K03.2,208822
ICD10-S75.1,208823
ICD10-R95,208824
ICD10-K14.6,208825
ICD10-C77.1,208826
ICD10-E28.39,208827
ICD10-Q99.9,208828
ICD10-Z72.1,208829
ICD10-B33.4,208830
ICD10-M40.5,208831
ICD10-E03.5,208832
ICD10-G71.19,208833
ICD10-I44.5,208834
ICD10-B65.3,208835
ICD10-S32.0,208836
ICD10-K22.8,208837
ICD10-D72.1,208838
ICD10-B66.4,208839
ICD10-C96.9,208840
ICD10-S30,208841
ICD10-J37,208842
ICD10-L66.2,208843
